ID_Aluno	Nome	Data_Feedback	Feedback_Instrutor	Indice_Bem_Estar_Social
446	Raul Freitas	2025-05-06	Demonstra criatividade nas soluções apresentadas	0.988
446	Raul Freitas	2025-06-13	Bom desempenho, mas pode melhorar a participação nas discussões	0.529
446	Raul Freitas	2025-07-08	Precisa trabalhar melhor em equipe	0.719
446	Raul Freitas	2025-08-06	Bom desempenho, mas pode melhorar a participação nas discussões	0.542
447	Sr. Luiz Felipe Silva	2024-10-16	Demonstra maior engajamento nas atividades práticas	0.181
447	Sr. Luiz Felipe Silva	2024-11-26	Colaborativo e sempre disposto a ajudar os colegas	0.824
447	Sr. Luiz Felipe Silva	2025-02-19	Mostra iniciativa para resolver problemas complexos	0.721
448	Cauã Martins	2025-01-02	Demonstra evolução constante ao longo do curso	0.515
448	Cauã Martins	2025-05-02	Demonstra evolução constante ao longo do curso	0.419
448	Cauã Martins	2025-07-21	Mantém consistência no desempenho ao longo do tempo	0.365
449	Brenda Rodrigues	2024-10-23	Excelente capacidade analítica e pensamento crítico	0.9
449	Brenda Rodrigues	2024-12-11	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.394
449	Brenda Rodrigues	2025-01-26	Bom desempenho, mas pode melhorar a participação nas discussões	0.933
449	Brenda Rodrigues	2025-04-08	Precisa desenvolver mais confiança para expressar suas ideias	0.053
449	Brenda Rodrigues	2025-05-07	Demonstra criatividade nas soluções apresentadas	0.742
449	Brenda Rodrigues	2025-06-09	Estudante dedicado, sempre entrega as atividades no prazo	0.661
449	Brenda Rodrigues	2025-08-23	Precisa desenvolver mais confiança para expressar suas ideias	0.154
449	Brenda Rodrigues	2025-09-14	Mostra iniciativa para resolver problemas complexos	0.814
450	Dr. Luiz Gustavo Pires	2025-01-04	Líder natural, ajuda os colegas frequentemente	0.76
450	Dr. Luiz Gustavo Pires	2025-02-23	Mantém consistência no desempenho ao longo do tempo	0.305
450	Dr. Luiz Gustavo Pires	2025-03-22	Mostra interesse, mas falta um pouco de foco durante as aulas	0.412
450	Dr. Luiz Gustavo Pires	2025-04-28	Precisa se esforçar mais para acompanhar o ritmo da turma	0.278
450	Dr. Luiz Gustavo Pires	2025-06-27	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.837
450	Dr. Luiz Gustavo Pires	2025-07-01	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.935
450	Dr. Luiz Gustavo Pires	2025-08-15	Mostra interesse, mas falta um pouco de foco durante as aulas	0.191
450	Dr. Luiz Gustavo Pires	2025-09-15	Demonstra evolução constante ao longo do curso	0.773
451	Larissa Gomes	2024-10-08	Apresentou melhora significativa neste período	0.427
451	Larissa Gomes	2024-11-24	Demonstra maior engajamento nas atividades práticas	0.69
451	Larissa Gomes	2025-02-26	Tem dificuldades com alguns conceitos, mas está progredindo	0.19
451	Larissa Gomes	2025-05-06	Demonstra criatividade nas soluções apresentadas	0.325
451	Larissa Gomes	2025-07-05	Líder natural, ajuda os colegas frequentemente	0.721
451	Larissa Gomes	2025-08-25	Tem dificuldades com alguns conceitos, mas está progredindo	0.642
451	Larissa Gomes	2025-09-09	Participativo e questionador, contribui para o aprendizado da turma	0.044
452	Lavínia Pires	2024-11-14	Tem potencial, mas precisa se dedicar mais aos estudos	0.079
452	Lavínia Pires	2025-02-12	Colaborativo e sempre disposto a ajudar os colegas	0.539
452	Lavínia Pires	2025-04-04	Mantém consistência no desempenho ao longo do tempo	0.897
452	Lavínia Pires	2025-05-23	Bom desempenho, mas pode melhorar a participação nas discussões	0.036
452	Lavínia Pires	2025-07-12	Mostra iniciativa para resolver problemas complexos	0.086
453	Dra. Emilly Pereira	2025-01-05	Demonstra evolução constante ao longo do curso	0.971
453	Dra. Emilly Pereira	2025-02-07	Excelente capacidade analítica e pensamento crítico	0.508
453	Dra. Emilly Pereira	2025-05-19	Estudante dedicado, sempre entrega as atividades no prazo	0.285
453	Dra. Emilly Pereira	2025-08-20	Líder natural, ajuda os colegas frequentemente	0.625
454	Sr. Lucas da Rosa	2024-11-04	Líder natural, ajuda os colegas frequentemente	0.11
454	Sr. Lucas da Rosa	2024-12-16	Bom desempenho, mas pode melhorar a participação nas discussões	0.665
454	Sr. Lucas da Rosa	2025-01-16	Participativo e questionador, contribui para o aprendizado da turma	0.461
454	Sr. Lucas da Rosa	2025-03-25	Pontual e organizado, exemplo para a turma	0.735
454	Sr. Lucas da Rosa	2025-04-01	Mantém consistência no desempenho ao longo do tempo	0.481
454	Sr. Lucas da Rosa	2025-05-18	Demonstra criatividade nas soluções apresentadas	0.938
454	Sr. Lucas da Rosa	2025-08-22	Mantém consistência no desempenho ao longo do tempo	0.048
454	Sr. Lucas da Rosa	2025-09-18	Mostra interesse, mas falta um pouco de foco durante as aulas	0.275
455	João Guilherme da Rocha	2024-10-18	Excelente capacidade analítica e pensamento crítico	0.177
455	João Guilherme da Rocha	2024-11-08	Tem dificuldades com alguns conceitos, mas está progredindo	0.951
455	João Guilherme da Rocha	2025-03-22	Excelente capacidade analítica e pensamento crítico	0.853
455	João Guilherme da Rocha	2025-06-07	Demonstra maior engajamento nas atividades práticas	0.088
455	João Guilherme da Rocha	2025-07-24	Mostra interesse, mas falta um pouco de foco durante as aulas	0.991
455	João Guilherme da Rocha	2025-08-17	Precisa desenvolver mais confiança para expressar suas ideias	0.715
456	Maria Rocha	2024-10-27	Apresentou melhora significativa neste período	0.661
456	Maria Rocha	2024-11-03	Bom desempenho, mas pode melhorar a participação nas discussões	0.422
456	Maria Rocha	2025-01-06	Apresentou melhora significativa neste período	0.578
456	Maria Rocha	2025-05-07	Demonstra evolução constante ao longo do curso	0.044
456	Maria Rocha	2025-07-10	Precisa trabalhar melhor em equipe	0.486
456	Maria Rocha	2025-08-03	Bom desempenho, mas pode melhorar a participação nas discussões	0.534
457	Leonardo Ramos	2024-12-28	Mostra iniciativa para resolver problemas complexos	0.605
457	Leonardo Ramos	2025-01-13	Demonstra evolução constante ao longo do curso	0.864
457	Leonardo Ramos	2025-03-01	Mostra iniciativa para resolver problemas complexos	0.97
457	Leonardo Ramos	2025-05-01	Excelente capacidade analítica e pensamento crítico	0.116
457	Leonardo Ramos	2025-07-14	Mostra iniciativa para resolver problemas complexos	0.821
457	Leonardo Ramos	2025-08-20	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.434
458	Davi Lucas Nunes	2024-11-18	Precisa trabalhar melhor em equipe	0.13
458	Davi Lucas Nunes	2024-12-11	Mantém consistência no desempenho ao longo do tempo	0.431
458	Davi Lucas Nunes	2025-06-03	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.987
459	Nicolas da Rocha	2024-10-05	Mantém consistência no desempenho ao longo do tempo	0.629
459	Nicolas da Rocha	2025-01-09	Precisa trabalhar melhor em equipe	0.865
459	Nicolas da Rocha	2025-03-19	Apresentou melhora significativa neste período	0.322
459	Nicolas da Rocha	2025-06-07	Demonstra evolução constante ao longo do curso	0.198
460	João Lucas da Mota	2024-11-18	Tem potencial, mas precisa se dedicar mais aos estudos	0.218
460	João Lucas da Mota	2025-03-26	Precisa trabalhar melhor em equipe	0.891
460	João Lucas da Mota	2025-04-13	Mostra interesse, mas falta um pouco de foco durante as aulas	0.668
460	João Lucas da Mota	2025-06-11	Mostra interesse, mas falta um pouco de foco durante as aulas	0.799
460	João Lucas da Mota	2025-07-16	Participativo e questionador, contribui para o aprendizado da turma	0.647
460	João Lucas da Mota	2025-08-06	Tem dificuldades com alguns conceitos, mas está progredindo	0.029
461	Sr. Felipe Fernandes	2024-10-28	Bom desempenho, mas pode melhorar a participação nas discussões	0.507
461	Sr. Felipe Fernandes	2024-12-22	Demonstra maior engajamento nas atividades práticas	0.777
461	Sr. Felipe Fernandes	2025-01-20	Precisa se esforçar mais para acompanhar o ritmo da turma	0.719
461	Sr. Felipe Fernandes	2025-03-12	Demonstra evolução constante ao longo do curso	0.626
461	Sr. Felipe Fernandes	2025-04-12	Pontual e organizado, exemplo para a turma	0.29
461	Sr. Felipe Fernandes	2025-07-08	Mostra interesse, mas falta um pouco de foco durante as aulas	0.744
461	Sr. Felipe Fernandes	2025-08-07	Precisa desenvolver mais confiança para expressar suas ideias	0.535
462	Ana Sophia da Conceição	2024-11-19	Líder natural, ajuda os colegas frequentemente	0.138
462	Ana Sophia da Conceição	2024-12-17	Estudante dedicado, sempre entrega as atividades no prazo	0.939
462	Ana Sophia da Conceição	2025-01-07	Excelente capacidade analítica e pensamento crítico	0.047
462	Ana Sophia da Conceição	2025-03-03	Apresentou melhora significativa neste período	0.452
462	Ana Sophia da Conceição	2025-05-03	Demonstra evolução constante ao longo do curso	0.662
462	Ana Sophia da Conceição	2025-06-15	Colaborativo e sempre disposto a ajudar os colegas	0.506
462	Ana Sophia da Conceição	2025-07-04	Precisa se esforçar mais para acompanhar o ritmo da turma	0.007
463	Natália Almeida	2024-10-14	Estudante dedicado, sempre entrega as atividades no prazo	0.498
463	Natália Almeida	2024-12-11	Colaborativo e sempre disposto a ajudar os colegas	0.757
463	Natália Almeida	2025-01-21	Mantém consistência no desempenho ao longo do tempo	0.006
463	Natália Almeida	2025-05-20	Estudante dedicado, sempre entrega as atividades no prazo	0.502
463	Natália Almeida	2025-09-09	Precisa se esforçar mais para acompanhar o ritmo da turma	0.474
464	Nathan Dias	2024-10-08	Pontual e organizado, exemplo para a turma	0.059
464	Nathan Dias	2024-11-09	Demonstra maior engajamento nas atividades práticas	0.589
464	Nathan Dias	2025-09-27	Tem dificuldades com alguns conceitos, mas está progredindo	0.721
465	Lívia da Mata	2024-10-04	Precisa desenvolver mais confiança para expressar suas ideias	0.661
465	Lívia da Mata	2024-11-18	Estudante dedicado, sempre entrega as atividades no prazo	0.58
465	Lívia da Mata	2024-12-15	Tem potencial, mas precisa se dedicar mais aos estudos	0.951
465	Lívia da Mata	2025-01-09	Excelente capacidade analítica e pensamento crítico	0.25
465	Lívia da Mata	2025-08-15	Apresentou melhora significativa neste período	0.939
466	Sr. Enzo da Conceição	2024-11-12	Demonstra maior engajamento nas atividades práticas	0.744
466	Sr. Enzo da Conceição	2025-02-11	Mostra iniciativa para resolver problemas complexos	0.76
466	Sr. Enzo da Conceição	2025-04-18	Precisa trabalhar melhor em equipe	0.889
466	Sr. Enzo da Conceição	2025-06-07	Líder natural, ajuda os colegas frequentemente	0.912
466	Sr. Enzo da Conceição	2025-09-10	Apresentou melhora significativa neste período	0.884
467	Joaquim Pires	2024-10-03	Demonstra criatividade nas soluções apresentadas	0.377
467	Joaquim Pires	2024-11-20	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.866
467	Joaquim Pires	2025-02-26	Pontual e organizado, exemplo para a turma	0.223
467	Joaquim Pires	2025-03-19	Apresentou melhora significativa neste período	0.535
467	Joaquim Pires	2025-04-26	Precisa trabalhar melhor em equipe	0.379
467	Joaquim Pires	2025-05-13	Precisa desenvolver mais confiança para expressar suas ideias	0.422
467	Joaquim Pires	2025-06-17	Demonstra criatividade nas soluções apresentadas	0.843
467	Joaquim Pires	2025-07-20	Tem dificuldades com alguns conceitos, mas está progredindo	0.697
468	Maitê Azevedo	2024-11-22	Mantém consistência no desempenho ao longo do tempo	0.812
468	Maitê Azevedo	2025-03-26	Excelente capacidade analítica e pensamento crítico	0.926
468	Maitê Azevedo	2025-04-14	Demonstra evolução constante ao longo do curso	0.355
468	Maitê Azevedo	2025-07-28	Tem dificuldades com alguns conceitos, mas está progredindo	0.729
468	Maitê Azevedo	2025-08-28	Precisa trabalhar melhor em equipe	0.844
468	Maitê Azevedo	2025-09-15	Colaborativo e sempre disposto a ajudar os colegas	0.674
469	João Gabriel Cunha	2024-12-09	Colaborativo e sempre disposto a ajudar os colegas	0.772
469	João Gabriel Cunha	2025-02-23	Estudante dedicado, sempre entrega as atividades no prazo	0.927
469	João Gabriel Cunha	2025-03-07	Mantém consistência no desempenho ao longo do tempo	0.016
469	João Gabriel Cunha	2025-04-15	Apresentou melhora significativa neste período	0.434
469	João Gabriel Cunha	2025-05-27	Tem potencial, mas precisa se dedicar mais aos estudos	0.524
469	João Gabriel Cunha	2025-06-07	Pontual e organizado, exemplo para a turma	0.78
469	João Gabriel Cunha	2025-07-15	Participativo e questionador, contribui para o aprendizado da turma	0.034
469	João Gabriel Cunha	2025-08-08	Pontual e organizado, exemplo para a turma	0.566
470	Brenda Melo	2024-12-02	Colaborativo e sempre disposto a ajudar os colegas	0.246
470	Brenda Melo	2025-01-22	Demonstra maior engajamento nas atividades práticas	0.584
470	Brenda Melo	2025-04-27	Demonstra maior engajamento nas atividades práticas	0.905
470	Brenda Melo	2025-05-12	Mostra interesse, mas falta um pouco de foco durante as aulas	0.84
470	Brenda Melo	2025-06-01	Precisa desenvolver mais confiança para expressar suas ideias	0.155
470	Brenda Melo	2025-07-08	Líder natural, ajuda os colegas frequentemente	0.003
470	Brenda Melo	2025-08-15	Líder natural, ajuda os colegas frequentemente	0.135
470	Brenda Melo	2025-09-11	Mantém consistência no desempenho ao longo do tempo	0.798
471	Isabel da Costa	2024-10-17	Demonstra maior engajamento nas atividades práticas	0.215
471	Isabel da Costa	2024-12-27	Bom desempenho, mas pode melhorar a participação nas discussões	0.439
471	Isabel da Costa	2025-02-27	Mostra iniciativa para resolver problemas complexos	0.784
471	Isabel da Costa	2025-03-01	Tem potencial, mas precisa se dedicar mais aos estudos	0.127
471	Isabel da Costa	2025-05-22	Estudante dedicado, sempre entrega as atividades no prazo	0.346
471	Isabel da Costa	2025-06-11	Apresentou melhora significativa neste período	0.398
471	Isabel da Costa	2025-08-24	Precisa trabalhar melhor em equipe	0.726
471	Isabel da Costa	2025-09-25	Líder natural, ajuda os colegas frequentemente	0.055
472	Gabrielly Novaes	2024-11-23	Colaborativo e sempre disposto a ajudar os colegas	0.754
472	Gabrielly Novaes	2025-01-10	Colaborativo e sempre disposto a ajudar os colegas	0.003
472	Gabrielly Novaes	2025-02-18	Excelente capacidade analítica e pensamento crítico	0.541
472	Gabrielly Novaes	2025-05-06	Excelente capacidade analítica e pensamento crítico	0.61
472	Gabrielly Novaes	2025-08-13	Apresentou melhora significativa neste período	0.124
473	João Vitor Monteiro	2024-11-22	Apresentou melhora significativa neste período	0.057
473	João Vitor Monteiro	2024-12-04	Precisa desenvolver mais confiança para expressar suas ideias	0.875
473	João Vitor Monteiro	2025-01-06	Mostra interesse, mas falta um pouco de foco durante as aulas	0.011
473	João Vitor Monteiro	2025-02-20	Demonstra evolução constante ao longo do curso	0.164
473	João Vitor Monteiro	2025-03-27	Bom desempenho, mas pode melhorar a participação nas discussões	0.97
473	João Vitor Monteiro	2025-04-05	Demonstra evolução constante ao longo do curso	0.964
473	João Vitor Monteiro	2025-06-23	Pontual e organizado, exemplo para a turma	0.143
473	João Vitor Monteiro	2025-07-09	Precisa se esforçar mais para acompanhar o ritmo da turma	0.418
474	Srta. Catarina Barbosa	2024-10-23	Mostra iniciativa para resolver problemas complexos	0.572
474	Srta. Catarina Barbosa	2024-11-20	Tem dificuldades com alguns conceitos, mas está progredindo	0.716
474	Srta. Catarina Barbosa	2025-02-17	Mostra iniciativa para resolver problemas complexos	0.55
474	Srta. Catarina Barbosa	2025-04-15	Precisa se esforçar mais para acompanhar o ritmo da turma	0.465
474	Srta. Catarina Barbosa	2025-05-01	Mostra interesse, mas falta um pouco de foco durante as aulas	0.786
474	Srta. Catarina Barbosa	2025-06-02	Apresentou melhora significativa neste período	0.81
475	André Almeida	2024-10-21	Demonstra evolução constante ao longo do curso	0.032
475	André Almeida	2024-11-21	Estudante dedicado, sempre entrega as atividades no prazo	0.474
475	André Almeida	2024-12-02	Líder natural, ajuda os colegas frequentemente	0.919
475	André Almeida	2025-01-10	Estudante dedicado, sempre entrega as atividades no prazo	0.938
475	André Almeida	2025-02-09	Tem potencial, mas precisa se dedicar mais aos estudos	0.835
475	André Almeida	2025-03-12	Precisa desenvolver mais confiança para expressar suas ideias	0.3
475	André Almeida	2025-08-13	Precisa se esforçar mais para acompanhar o ritmo da turma	0.868
475	André Almeida	2025-09-16	Mostra interesse, mas falta um pouco de foco durante as aulas	0.911
